suite,task_id,task_description,noise_type,severity,rollout_index,episode_seed,success,episode_length
spatial,3,pick up the black bowl on the cookie box and place it on the plate,gaussian_blur,5,49,3049,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,0,3000,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,1,3001,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,2,3002,True,148
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,3,3003,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,4,3004,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,5,3005,True,96
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,6,3006,True,235
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,7,3007,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,8,3008,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,9,3009,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,10,3010,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,11,3011,True,88
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,12,3012,True,86
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,13,3013,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,14,3014,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,15,3015,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,16,3016,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,17,3017,True,97
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,18,3018,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,19,3019,True,127
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,20,3020,True,84
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,21,3021,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,22,3022,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,23,3023,True,203
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,24,3024,True,104
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,25,3025,True,94
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,26,3026,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,27,3027,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,28,3028,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,29,3029,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,30,3030,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,31,3031,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,32,3032,True,83
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,33,3033,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,34,3034,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,35,3035,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,36,3036,True,82
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,37,3037,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,38,3038,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,39,3039,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,40,3040,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,41,3041,True,79
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,42,3042,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,43,3043,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,44,3044,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,45,3045,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,46,3046,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,47,3047,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,48,3048,True,102
spatial,3,pick up the black bowl on the cookie box and place it on the plate,zoom_blur,5,49,3049,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,0,3000,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,1,3001,True,89
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,2,3002,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,3,3003,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,4,3004,True,87
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,5,3005,True,75
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,6,3006,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,7,3007,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,8,3008,True,78
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,9,3009,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,10,3010,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,11,3011,True,88
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,12,3012,True,83
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,13,3013,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,14,3014,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,15,3015,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,16,3016,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,17,3017,True,74
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,18,3018,True,76
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,19,3019,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,20,3020,True,78
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,21,3021,True,77
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,22,3022,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,23,3023,True,75
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,24,3024,True,83
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,25,3025,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,26,3026,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,27,3027,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,28,3028,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,29,3029,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,30,3030,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,31,3031,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,32,3032,True,86
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,33,3033,True,108
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,34,3034,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,35,3035,True,82
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,36,3036,True,110
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,37,3037,True,88
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,38,3038,True,261
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,39,3039,True,142
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,40,3040,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,41,3041,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,42,3042,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,43,3043,True,96
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,44,3044,True,92
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,45,3045,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,46,3046,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,47,3047,True,84
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,48,3048,True,83
spatial,3,pick up the black bowl on the cookie box and place it on the plate,fog,5,49,3049,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,0,3000,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,1,3001,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,2,3002,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,3,3003,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,4,3004,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,5,3005,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,6,3006,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,7,3007,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,8,3008,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,9,3009,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,10,3010,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,11,3011,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,12,3012,True,180
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,13,3013,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,14,3014,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,15,3015,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,16,3016,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,17,3017,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,18,3018,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,19,3019,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,20,3020,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,21,3021,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,22,3022,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,23,3023,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,24,3024,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,25,3025,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,26,3026,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,27,3027,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,28,3028,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,29,3029,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,30,3030,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,31,3031,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,32,3032,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,33,3033,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,34,3034,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,35,3035,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,36,3036,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,37,3037,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,38,3038,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,39,3039,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,40,3040,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,41,3041,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,42,3042,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,43,3043,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,44,3044,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,45,3045,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,46,3046,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,47,3047,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,48,3048,False,280
spatial,3,pick up the black bowl on the cookie box and place it on the plate,glass_blur,5,49,3049,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,0,4000,True,121
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,1,4001,True,121
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,2,4002,True,262
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,3,4003,True,136
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,4,4004,True,125
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,5,4005,True,120
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,6,4006,True,127
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,7,4007,True,132
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,8,4008,True,129
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,9,4009,True,128
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,10,4010,True,128
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,11,4011,True,116
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,12,4012,True,123
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,13,4013,True,130
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,14,4014,True,123
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,15,4015,True,128
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,16,4016,True,124
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,17,4017,True,122
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,18,4018,True,123
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,19,4019,True,120
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,20,4020,True,122
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,21,4021,True,121
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,22,4022,True,129
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,23,4023,True,132
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,24,4024,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,25,4025,True,131
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,26,4026,True,123
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,27,4027,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,28,4028,True,126
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,29,4029,True,129
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,30,4030,True,139
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,31,4031,True,120
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,32,4032,True,118
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,33,4033,True,126
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,34,4034,True,130
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,35,4035,True,126
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,36,4036,True,126
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,37,4037,True,129
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,38,4038,True,123
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,39,4039,True,121
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,40,4040,True,128
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,41,4041,True,122
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,42,4042,True,124
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,43,4043,True,127
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,44,4044,True,132
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,45,4045,True,132
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,46,4046,True,124
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,47,4047,True,121
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,48,4048,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,clean,0,49,4049,True,124
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,0,4000,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,1,4001,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,2,4002,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,3,4003,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,4,4004,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,5,4005,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,6,4006,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,7,4007,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,8,4008,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,9,4009,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,10,4010,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,11,4011,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,12,4012,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,13,4013,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,14,4014,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,15,4015,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,16,4016,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,17,4017,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,18,4018,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,19,4019,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,20,4020,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,21,4021,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,22,4022,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,23,4023,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,24,4024,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,25,4025,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,26,4026,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,27,4027,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,28,4028,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,29,4029,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,30,4030,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,31,4031,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,32,4032,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,33,4033,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,34,4034,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,35,4035,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,36,4036,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,37,4037,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,38,4038,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,39,4039,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,40,4040,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,41,4041,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,42,4042,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,43,4043,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,44,4044,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,45,4045,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,46,4046,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,47,4047,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,48,4048,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,motion_blur,5,49,4049,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,0,4000,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,1,4001,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,2,4002,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,3,4003,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,4,4004,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,5,4005,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,6,4006,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,7,4007,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,8,4008,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,9,4009,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,10,4010,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,11,4011,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,12,4012,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,13,4013,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,14,4014,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,15,4015,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,16,4016,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,17,4017,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,18,4018,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,19,4019,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,20,4020,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,21,4021,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,22,4022,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,23,4023,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,24,4024,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,25,4025,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,26,4026,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,27,4027,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,28,4028,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,29,4029,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,30,4030,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,31,4031,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,32,4032,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,33,4033,False,280
spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,gaussian_blur,5,34,4034,False,280
